ResourceID,ResourceID2,AdminArea,AdminAreaType,Currency,Address Status,Building Name,Building Number SubStreet,SubStreet,Building Number,Street,Locality,Town,Postcode,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
aef24cd8-0749-4857-85d9-d305822de8d5,aef24cd8-0749-4857-85d9-d305822de8d5,Hounslow,Borough,Current,Alternate,,,,1-2,Shingle End,,,TW8 8JZ,,,,,,,,,
b2dfbd9c-24b6-4912-86fa-e70e571476db,b2dfbd9c-24b6-4912-86fa-e70e571476db,,,,Alternate,,,,,Stone House Court,,,,,,,,,,,,
b337bdd9-cf5b-4b21-9870-32bcf0fad6b8,b337bdd9-cf5b-4b21-9870-32bcf0fad6b8,,,,Alternate,,,,1-4,Great Sutton Street,,,,,,,,,,,,
b682d044-f0af-42ca-a02c-16aeebc6663b,b682d044-f0af-42ca-a02c-16aeebc6663b,,,,Alternate,,,,29-40,Botolph Lane,,,,,,,,,,,,
b716ecda-8d68-4ada-8f6a-e123391f8c53,b716ecda-8d68-4ada-8f6a-e123391f8c53,,,,Alternate,,,,22-26,Monument Street,,,,,,,,,,,,
b71edff7-de02-4fd6-a2bd-901d9bdf5602,b71edff7-de02-4fd6-a2bd-901d9bdf5602,,,,Alternate,,,,2-4,Carlisle Street,,,,,,,,,,,,
bae372ef-90ec-4d24-9372-5bfd9d4b5b91,bae372ef-90ec-4d24-9372-5bfd9d4b5b91,,,,Alternate,,,,76,Mark Lane,,,,,,,,,,,,
bc27cbe5-8f15-4a15-95de-8c638ae5e5d6,bc27cbe5-8f15-4a15-95de-8c638ae5e5d6,,,,Alternate,,,,,High Street,,,,,,,,,,,,
bc8a1563-436b-49a9-b157-0d108c23d514,bc8a1563-436b-49a9-b157-0d108c23d514,,,,Alternate,,,,4-12,Whittington Avenue,,,,,,,,,,,,
bccc7785-b9fb-4e1f-a609-ba5855533504,bccc7785-b9fb-4e1f-a609-ba5855533504,,,,Alternate,,,,16,Fish Street Hill,,,,,,,,,,,,
bcd46dab-30b2-45e1-b399-b83d0ff7c1e8,bcd46dab-30b2-45e1-b399-b83d0ff7c1e8,,,,Alternate,,,,33-38,King William Street,,,,,,,,,,,,
